id,sexo,edad,anios_educacion,nivel_educativo,departamento,ingreso_laboral,horas_semana
13889,mujer,26,16,superior,Santander,1600000,48
13890,hombre,34,12,superior,Santander,550000,5
13891,mujer,48,19,superior,Santander,3000000,36
13892,hombre,19,13,superior,Santander,800000,48
13893,hombre,26,11,superior,Santander,2400000,72
13894,hombre,41,11,media,Santander,1100000,56
13895,hombre,48,5,primaria,Santander,1200000,64
13896,mujer,42,14,superior,Santander,1300000,48
13897,hombre,63,11,media,Santander,800000,60
13898,mujer,53,11,media,Santander,880000,48
13899,hombre,35,5,primaria,Santander,1500000,54
13900,mujer,31,11,media,Santander,200000,5
13901,hombre,60,2,primaria,Santander,900000,54
13902,mujer,21,17,superior,Santander,425000,84
13903,mujer,18,11,media,Santander,320000,28
13904,hombre,23,11,media,Santander,980000,45
13905,mujer,25,11,media,Santander,1220000,50
13906,hombre,26,14,superior,Santander,900000,48
13907,mujer,27,11,media,Santander,400000,18
13908,mujer,26,14,superior,Santander,1200000,48
13909,mujer,33,18,superior,Santander,1400000,54
13910,hombre,26,11,media,Santander,1500000,65
13911,mujer,48,18,superior,Santander,2500000,28
13912,mujer,33,6,secundaria,Santander,500000,40
13913,hombre,60,11,media,Santander,5000000,55
13914,mujer,48,16,superior,Santander,2000000,55
13915,mujer,49,5,primaria,Santander,800000,60
13916,hombre,42,9,secundaria,Santander,980000,60
13917,mujer,18,10,media,Santander,800000,48
13918,hombre,31,8,secundaria,Santander,800000,60
13919,mujer,47,11,media,Santander,400000,24
13920,hombre,25,11,media,Santander,700000,50
13921,hombre,20,11,media,Sucre,650000,48
13922,hombre,35,0,ninguno,Sucre,180000,48
13923,hombre,33,2,primaria,Sucre,300000,42
13924,mujer,54,5,primaria,Sucre,220000,24
13925,hombre,55,11,media,Sucre,500000,48
13926,mujer,34,16,superior,Sucre,1900000,30
13927,hombre,22,13,superior,Sucre,781242,48
13928,mujer,49,11,media,Sucre,1562000,40
13929,mujer,25,16,superior,Sucre,781242,40
13930,mujer,23,14,superior,Sucre,50000,3
13931,mujer,41,11,media,Sucre,75000,21
13932,mujer,50,14,superior,Sucre,740000,60
13933,mujer,59,5,primaria,Sucre,200000,48
13934,hombre,31,8,secundaria,Sucre,1000000,40
13935,hombre,23,8,secundaria,Sucre,900000,84
13936,hombre,40,5,primaria,Sucre,1000000,50
13937,mujer,53,5,primaria,Sucre,50000,3
13938,mujer,26,15,superior,Sucre,781242,48
13939,hombre,40,11,media,Sucre,600000,28
13940,hombre,53,8,secundaria,Sucre,900000,58
13941,mujer,45,11,media,Sucre,390000,26
13942,mujer,31,11,media,Sucre,480000,42
13943,hombre,30,11,media,Sucre,600000,70
13944,mujer,30,11,media,Sucre,300000,42
13945,mujer,30,11,media,Sucre,660000,48
13946,hombre,51,14,superior,Sucre,500000,50
13947,hombre,44,5,primaria,Sucre,1000000,70
13948,mujer,63,13,superior,Sucre,1000000,48
13949,hombre,58,9,secundaria,Sucre,781242,40
13950,mujer,49,16,superior,Sucre,2000000,40
13951,mujer,28,13,superior,Sucre,160000,24
13952,hombre,38,13,superior,Sucre,700000,48
13953,mujer,19,11,media,Sucre,80000,10
13954,hombre,32,5,primaria,Sucre,400000,65
13955,mujer,39,11,media,Sucre,781242,40
13956,hombre,63,17,superior,Sucre,5000000,35
13957,mujer,61,17,superior,Sucre,3400000,30
13958,hombre,28,16,superior,Sucre,2000000,42
13959,mujer,32,16,superior,Sucre,1750000,40
13960,hombre,58,16,superior,Sucre,400000,48
13961,hombre,48,3,primaria,Sucre,600000,63
13962,mujer,54,14,superior,Sucre,300000,42
13963,hombre,32,5,primaria,Sucre,781242,56
13964,mujer,28,13,superior,Sucre,781242,56
13965,hombre,32,16,superior,Sucre,2700000,44
13966,mujer,31,16,superior,Sucre,1500000,48
13967,hombre,55,18,superior,Sucre,5000000,40
13968,hombre,40,8,secundaria,Tolima,500000,60
13969,mujer,42,6,secundaria,Tolima,80000,60
13970,mujer,27,5,primaria,Tolima,200000,72
13971,hombre,43,5,primaria,Tolima,300000,60
13972,hombre,24,9,secundaria,Tolima,800000,50
13973,hombre,48,7,secundaria,Tolima,1400000,70
13974,mujer,36,11,media,Tolima,1000000,62
13975,hombre,20,10,media,Tolima,900000,56
13976,mujer,19,11,superior,Tolima,340000,16
13977,mujer,37,6,secundaria,Tolima,400000,48
13978,hombre,20,11,media,Tolima,700000,60
13979,mujer,29,16,superior,Tolima,1800000,30
13980,hombre,42,11,media,Tolima,846000,60
13981,mujer,41,3,primaria,Tolima,380000,40
13982,mujer,19,11,media,Tolima,500000,46
13983,hombre,34,13,superior,Tolima,2000000,84
13984,mujer,30,16,superior,Tolima,1000000,48
13985,hombre,26,11,media,Tolima,1050000,56
13986,mujer,21,13,superior,Tolima,1100000,48
13987,mujer,26,11,media,Tolima,781242,48
13988,hombre,30,11,media,Tolima,781242,60
13989,mujer,49,11,media,Tolima,900000,56
13990,hombre,57,18,superior,Tolima,2000000,40
13991,mujer,33,11,media,Tolima,900000,40
13992,hombre,23,15,superior,Tolima,828116,48
13993,hombre,54,5,primaria,Tolima,950000,56
13994,mujer,29,17,superior,Tolima,1300000,48
13995,hombre,43,17,superior,Tolima,3074000,42
13996,hombre,29,11,media,Tolima,500000,70
13997,mujer,27,11,media,Tolima,786100,48
13998,mujer,53,13,superior,Tolima,781242,50
13999,mujer,52,16,superior,Tolima,850000,50
14000,hombre,62,3,primaria,Tolima,350000,70
14001,mujer,61,11,media,Tolima,150000,48
14002,mujer,48,3,primaria,Tolima,300000,18
14003,mujer,28,16,superior,Tolima,5000000,30
14004,mujer,61,7,secundaria,Tolima,700000,40
14005,hombre,64,4,primaria,Tolima,240000,15
14006,mujer,41,14,superior,Tolima,780000,56
14007,hombre,30,13,superior,Tolima,1000000,56
14008,mujer,32,16,superior,Tolima,2600000,48
14009,mujer,41,13,superior,Tolima,1100000,65
14010,hombre,25,16,superior,Tolima,781242,44
14011,mujer,57,6,secundaria,Tolima,25000,20
14012,hombre,22,11,media,Tolima,200000,15
14013,mujer,39,14,superior,Tolima,300000,20
14014,hombre,46,11,media,Tolima,800000,40
14015,mujer,36,2,primaria,Tolima,600000,45
14016,hombre,57,11,media,Tolima,800000,54
14017,hombre,27,13,superior,Tolima,1100000,48
14018,mujer,44,11,media,Tolima,1100000,60
14019,mujer,64,17,superior,Tolima,3900000,30
14020,hombre,28,11,media,Tolima,800000,60
14021,hombre,27,12,superior,Tolima,981242,48
14022,mujer,36,11,media,Tolima,1000000,48
14023,hombre,64,16,superior,Valle del Cauca,2000000,50
14024,mujer,56,16,superior,Valle del Cauca,1400000,60
14025,hombre,32,13,superior,Valle del Cauca,900000,48
14026,hombre,48,11,media,Valle del Cauca,2000000,78
14027,mujer,42,11,media,Valle del Cauca,500000,15
14028,mujer,65,5,primaria,Valle del Cauca,1000000,40
14029,hombre,23,13,superior,Valle del Cauca,781242,48
14030,hombre,50,11,media,Valle del Cauca,850000,48
14031,mujer,52,11,media,Valle del Cauca,405000,4
14032,mujer,22,11,media,Valle del Cauca,1031242,48
14033,hombre,21,11,media,Valle del Cauca,800000,48
14034,mujer,33,16,superior,Valle del Cauca,2100000,72
14035,hombre,32,11,media,Valle del Cauca,900000,48
14036,mujer,21,11,media,Valle del Cauca,450000,24
14037,hombre,49,3,primaria,Valle del Cauca,1000000,63
14038,hombre,25,11,media,Valle del Cauca,580000,48
14039,hombre,23,11,media,Valle del Cauca,1100000,48
14040,hombre,44,11,media,Valle del Cauca,2000000,60
14041,mujer,45,13,superior,Valle del Cauca,1390000,48
14042,mujer,30,11,media,Valle del Cauca,974000,48
14043,hombre,30,14,superior,Valle del Cauca,400000,10
14044,hombre,54,13,superior,Valle del Cauca,1900000,48
14045,hombre,53,5,primaria,Valle del Cauca,1500000,48
14046,mujer,48,11,media,Valle del Cauca,1500000,50
14047,hombre,29,11,media,Valle del Cauca,1500000,48
14048,hombre,25,11,media,Valle del Cauca,2500000,44
14049,mujer,39,11,media,Valle del Cauca,150000,16
14050,mujer,19,11,media,Valle del Cauca,2200000,48
14051,mujer,65,2,primaria,Valle del Cauca,800000,48
14052,mujer,63,22,superior,Valle del Cauca,200000,12
14053,mujer,64,11,media,Valle del Cauca,20000,4
14054,hombre,57,8,secundaria,Valle del Cauca,900000,70
14055,hombre,27,11,media,Valle del Cauca,1136000,56
14056,mujer,50,13,superior,Valle del Cauca,1100000,44
14057,hombre,56,10,media,Valle del Cauca,1000000,45
14058,mujer,24,13,superior,Valle del Cauca,2200000,48
14059,hombre,31,5,primaria,Valle del Cauca,1200000,50
14060,mujer,28,10,media,Valle del Cauca,1100000,48
14061,hombre,21,11,superior,Valle del Cauca,500000,30
14062,mujer,47,0,ninguno,Valle del Cauca,400000,48
14063,hombre,30,11,media,Valle del Cauca,700000,48
14064,mujer,27,14,superior,Valle del Cauca,420000,30
14065,mujer,35,11,media,Valle del Cauca,1700000,42
14066,mujer,57,11,media,Valle del Cauca,700000,40
14067,mujer,18,11,media,Valle del Cauca,640000,42
14068,hombre,25,13,superior,Valle del Cauca,1000000,66
14069,hombre,21,11,media,Valle del Cauca,1000000,48
14070,hombre,40,11,media,Valle del Cauca,1500000,48
14071,hombre,38,16,superior,Valle del Cauca,4000000,72
14072,mujer,29,16,superior,Valle del Cauca,1000000,10
14073,mujer,36,11,media,Valle del Cauca,820000,48
14074,mujer,29,11,media,Valle del Cauca,872000,54
14075,hombre,28,11,media,Valle del Cauca,872000,54
14076,hombre,22,3,primaria,Valle del Cauca,1300000,81
14077,hombre,20,3,primaria,Valle del Cauca,900000,70
14078,mujer,41,11,media,Valle del Cauca,500000,36
14079,hombre,39,11,media,Valle del Cauca,830000,48
14080,mujer,65,4,primaria,Cauca,20000,32
14081,hombre,41,5,primaria,Cauca,150000,32
14082,hombre,55,2,primaria,Cauca,100000,40
14083,mujer,38,11,media,Cauca,290000,36
14084,mujer,30,13,superior,Cauca,700000,24
14085,hombre,58,5,primaria,Cauca,200000,24
14086,mujer,53,0,ninguno,Cauca,350000,40
14087,mujer,45,11,media,Cauca,200000,40
14088,hombre,41,4,primaria,Cauca,300000,40
14089,mujer,42,16,superior,Cauca,180600,40
14090,hombre,44,11,media,Cauca,360000,30
14091,hombre,36,0,ninguno,Cauca,700000,24
14092,hombre,47,6,secundaria,Cauca,800000,48
14093,mujer,28,13,superior,Cauca,300000,48
14094,mujer,53,5,primaria,Cauca,240000,24
14095,mujer,60,5,primaria,Choco,800000,60
14096,mujer,40,11,media,Choco,500000,40
14097,hombre,32,9,secundaria,Choco,1000000,56
14098,hombre,28,11,media,Choco,2300000,60
14099,hombre,50,11,media,Choco,600000,50
14100,mujer,42,11,media,Choco,1200000,48
14101,mujer,44,18,superior,Choco,3600000,36
14102,mujer,32,16,superior,Choco,1000000,56
14103,mujer,36,11,media,Choco,200000,28
14104,mujer,30,11,media,Choco,800000,40
14105,hombre,59,5,primaria,Choco,600000,40
14106,mujer,28,12,superior,Choco,1100000,48
14107,mujer,53,5,primaria,Choco,480000,48
14108,hombre,31,11,media,Choco,500000,50
14109,mujer,62,11,media,Choco,200000,40
14110,hombre,27,13,superior,Choco,1317000,48
14111,hombre,64,4,primaria,Choco,200000,40
14112,mujer,47,0,ninguno,Choco,400000,40
14113,hombre,26,13,superior,Choco,1300000,48
14114,hombre,23,16,superior,Choco,900000,50
14115,hombre,46,3,primaria,Choco,600000,38
14116,hombre,43,5,primaria,Choco,400000,40
14117,hombre,55,5,primaria,Choco,300000,40
14118,hombre,49,4,primaria,Choco,100000,50
14119,mujer,54,11,media,Choco,1000000,36
14120,hombre,49,11,media,Choco,300000,40
14121,mujer,42,12,superior,Choco,200000,48
14122,mujer,55,12,superior,Choco,756000,40
14123,hombre,26,11,media,Choco,1200000,85
14124,hombre,21,12,superior,Choco,900000,70
14125,hombre,52,3,primaria,Choco,700000,52
14126,hombre,55,8,secundaria,Choco,500000,51
14127,hombre,40,13,superior,Choco,1650000,48
14128,mujer,40,13,superior,Choco,1650000,48
14129,mujer,28,13,superior,Choco,800000,60
14130,hombre,24,13,superior,Choco,828116,48
14131,hombre,58,3,primaria,Choco,1200000,48
14132,mujer,31,11,media,Choco,781242,48
14133,mujer,53,10,media,Choco,320000,40
14134,hombre,28,7,secundaria,Choco,700000,60
14135,mujer,31,13,superior,Choco,550000,40
14136,hombre,55,0,ninguno,Choco,380000,48
14137,hombre,28,11,media,Choco,1400000,72
14138,mujer,36,11,media,Choco,500000,40
14139,hombre,54,3,primaria,Choco,90000,40
14140,hombre,44,9,secundaria,Choco,800000,40
14141,hombre,39,0,ninguno,Choco,600000,48
14142,hombre,23,11,media,Choco,828116,48
14143,hombre,62,3,primaria,Choco,1655000,48
14144,hombre,36,5,primaria,Choco,300000,60
14145,hombre,41,11,media,Choco,25000000,75
14146,hombre,28,5,primaria,Choco,350000,40
14147,mujer,25,11,media,Choco,400000,40
14148,mujer,53,0,ninguno,Choco,900000,60
14149,mujer,36,13,superior,Choco,500000,80
14150,hombre,63,6,secundaria,Choco,450000,40
14151,mujer,21,8,secundaria,Choco,790000,48
14152,hombre,43,11,media,Choco,500000,49
14153,mujer,29,11,media,Choco,828116,48
14154,hombre,32,3,primaria,Choco,828116,48
14155,mujer,51,4,primaria,Choco,300000,48
14156,hombre,44,5,primaria,Choco,924000,48
14157,hombre,27,9,secundaria,Choco,800000,48
14158,mujer,23,11,media,Choco,580000,60
14159,hombre,61,0,ninguno,Choco,500000,60
14160,hombre,49,5,primaria,Choco,781224,67
14161,mujer,36,6,secundaria,Choco,360000,40
14162,hombre,35,5,primaria,Choco,800000,61
14163,mujer,54,11,media,Choco,700000,48
14164,hombre,49,0,ninguno,Choco,2000000,60
14165,hombre,26,7,secundaria,Choco,1000000,60
14166,mujer,49,11,media,Choco,1650000,48
14167,hombre,35,0,ninguno,Choco,1000000,48
14168,hombre,58,11,media,Choco,1050000,60
14169,hombre,45,11,media,Choco,1200000,48
14170,hombre,24,10,media,Choco,781242,48
14171,mujer,58,0,ninguno,Choco,200000,50
14172,hombre,40,11,media,Choco,900000,48
14173,hombre,45,3,primaria,Choco,500000,60
14174,hombre,24,11,media,Choco,700000,60
14175,mujer,23,13,superior,Choco,1600000,48
14176,hombre,48,11,media,Choco,500000,60
14177,hombre,40,11,media,Choco,1000000,48
14178,mujer,60,12,superior,Choco,1649000,48
14179,hombre,60,2,primaria,Choco,900000,47
14180,mujer,34,16,superior,Choco,3000000,40
14181,hombre,57,11,media,Choco,1500000,70
14182,hombre,22,11,media,Choco,900000,55
14183,mujer,59,5,primaria,Choco,270000,40
14184,hombre,54,11,media,Choco,3000000,48
14185,mujer,47,11,media,Choco,250000,40
14186,mujer,53,0,ninguno,Choco,250000,40
14187,mujer,25,5,primaria,Choco,430000,40
14188,hombre,51,8,secundaria,Choco,450000,50
14189,hombre,30,11,media,Choco,781242,48
14190,hombre,50,16,superior,Choco,1500000,36
14191,hombre,41,9,secundaria,Choco,900000,48
14192,mujer,38,11,media,Choco,400000,40
14193,mujer,34,11,media,Choco,1100000,50
14194,mujer,60,19,superior,Choco,2400000,36
14195,hombre,48,10,media,Santander,900000,32
14196,hombre,43,2,primaria,Santander,700000,48
14197,hombre,56,11,media,Santander,900000,48
14198,hombre,23,14,superior,Santander,600000,8
14199,hombre,22,16,superior,Santander,300000,14
14200,hombre,34,16,superior,Santander,3000000,48
14201,hombre,32,13,superior,Santander,2500000,84
14202,hombre,40,14,superior,Santander,4500000,40
14203,mujer,34,19,superior,Santander,2500000,40
14204,hombre,54,11,media,Santander,700000,48
14205,hombre,58,11,media,Santander,2500000,40
14206,hombre,36,13,superior,Santander,5000000,48
14207,mujer,36,16,superior,Santander,1200000,48
14208,mujer,56,6,secundaria,Santander,250000,40
14209,hombre,44,5,primaria,Santander,400000,50
14210,hombre,57,11,media,Santander,1200000,84
14211,hombre,40,16,superior,Santander,1500000,60
14212,mujer,37,11,media,Santander,160000,8
14213,hombre,59,5,primaria,Santander,950000,64
14214,hombre,60,6,secundaria,Santander,600000,40
14215,mujer,60,6,secundaria,Santander,40000,25
14216,hombre,57,5,primaria,Santander,1000000,44
14217,mujer,61,7,secundaria,Santander,300000,30
14218,hombre,52,12,superior,Santander,800000,80
14219,hombre,23,14,superior,Santander,781242,48
14220,mujer,21,14,superior,Santander,480000,30
14221,hombre,31,13,superior,Santander,600000,50
14222,mujer,24,11,media,Santander,700000,54
14223,hombre,32,11,media,Santander,1500000,48
14224,hombre,48,7,secundaria,Santander,250000,40
14225,hombre,53,13,superior,Santander,1800000,48
14226,mujer,48,18,superior,Santander,3000000,20
14227,hombre,22,8,secundaria,Santander,890000,50
14228,hombre,62,11,media,Santander,1200000,48
14229,hombre,30,16,superior,Santander,1400000,40
14230,hombre,23,17,superior,Santander,1350000,48
14231,hombre,61,11,media,Santander,1194000,48
14232,mujer,49,11,media,Santander,100000,12
14233,mujer,31,16,superior,Santander,781242,48
14234,hombre,34,16,superior,Santander,700000,64
14235,hombre,37,5,primaria,Santander,1200000,48
14236,mujer,49,13,superior,Santander,1160000,45
14237,hombre,52,9,secundaria,Santander,1100000,54
14238,hombre,58,9,secundaria,Santander,750000,84
14239,mujer,47,2,primaria,Santander,600000,66
14240,hombre,56,13,superior,Santander,2732000,44
14241,hombre,32,14,superior,Santander,1000000,60
14242,mujer,29,16,superior,Santander,750000,70
14243,mujer,59,5,primaria,Santander,1240000,60
14244,hombre,33,16,superior,Santander,1800000,36
14245,mujer,40,16,superior,Santander,800000,48
14246,mujer,35,11,media,Santander,50000,18
14247,hombre,34,11,media,Santander,900000,48
14248,mujer,63,3,primaria,Santander,750000,48
14249,hombre,35,5,primaria,Santander,50000,10
14250,hombre,42,5,primaria,Santander,800000,55
14251,mujer,41,11,media,Santander,740000,55
14252,hombre,18,11,media,Santander,900000,60
14253,hombre,42,14,superior,Santander,800000,45
14254,mujer,56,0,ninguno,Santander,110000,5
14255,hombre,25,7,secundaria,Santander,900000,50
14256,mujer,26,7,secundaria,Santander,781242,48
14257,hombre,34,5,primaria,Santander,1000000,45
14258,hombre,26,11,media,Santander,500000,64
14259,hombre,37,5,primaria,Santander,800000,48
14260,mujer,51,0,ninguno,Santander,200000,40
14261,hombre,47,11,media,Santander,320000,36
14262,mujer,33,5,primaria,Santander,45000,6
14263,hombre,47,13,superior,Santander,700000,48
14264,mujer,49,11,media,Santander,300000,20
14265,mujer,20,11,media,Santander,900000,54
14266,hombre,29,8,secundaria,Santander,1100000,48
14267,mujer,52,8,secundaria,Santander,350000,60
14268,mujer,23,11,media,Santander,300000,45
14269,hombre,56,11,media,Santander,4000000,48
14270,mujer,59,13,superior,Santander,1300000,48
14271,mujer,23,14,superior,Santander,375000,36
14272,hombre,34,9,secundaria,Santander,1500000,50
14273,mujer,30,14,superior,Santander,300000,30
14274,hombre,40,11,media,Santander,1800000,60
14275,mujer,49,17,superior,Santander,3600000,35
14276,hombre,57,18,superior,Santander,3000000,40
14277,mujer,54,17,superior,Santander,3000000,40
14278,hombre,46,13,superior,Santander,500000,20
14279,hombre,59,6,secundaria,Santander,800000,48
14280,hombre,34,17,superior,Santander,1400000,40
14281,hombre,29,11,media,Santander,781242,60
14282,mujer,27,11,media,Santander,300000,10
14283,hombre,20,5,primaria,Santander,600000,50
14284,hombre,35,5,primaria,Santander,600000,54
14285,mujer,57,1,primaria,Santander,800000,50
14286,hombre,37,4,primaria,Santander,850000,60
14287,mujer,37,10,media,Santander,700000,40
14288,hombre,31,11,media,Santander,1284000,57
14289,mujer,23,11,media,Santander,1720000,72
14290,mujer,31,14,superior,Santander,781242,48
14291,mujer,48,2,primaria,Santander,280000,40
14292,mujer,33,10,media,Santander,550000,54
14293,hombre,41,13,superior,Santander,1200000,60
14294,mujer,53,18,superior,Santander,2800000,40
14295,hombre,22,13,superior,Santander,450000,40
14296,hombre,35,16,superior,Santander,1200000,50
14297,mujer,31,17,superior,Santander,1300000,48
14298,hombre,48,3,primaria,Santander,700000,60
14299,mujer,46,8,secundaria,Santander,60000,18
14300,mujer,22,13,superior,Santander,900000,45
14301,hombre,58,5,primaria,Santander,800000,48
14302,mujer,33,16,superior,Santander,1850000,45
14303,hombre,28,17,superior,Santander,1200000,40
14304,mujer,27,11,media,Santander,600000,48
14305,hombre,36,11,media,Santander,781242,48
